排名,排名变化,全名_中文,全名_英文,年龄,出生地_中文,出生地_英文,性别,照片,公司名称_中文,公司名称_英文,公司总部地_中文,公司总部地_英文,所在行业_中文,所在行业_英文,组织结构,财富值_人民币_亿,财富值变化,财富值_美元,年份
100,-4,何小鹏,He Xiaopeng,44,中国-湖北-黄石,China -Hubei - Yellowstone,先生,https://res.hurun.cn/photo/000125_He_Xiaopeng.jpg,小鹏汽车,Xpeng Motors,中国-广东-广州,China-Guangdong-Guangzhou,新能源汽车,E-cars,未知,570.0,27%,8850.0,2021-10-27
100,New,霍斯特·帕德威尔,Horst Julius Pudwill,76,中国-香港,China-Hong Kong,先生,https://res.hurun.cn/default/icon_men.jpg,创科实业,TTI,中国-香港,China-Hong Kong,消费品,Consumer Goods,未知,570.0,New,8850.0,2021-10-27
100,250,钱东奇,Qian Dongqi,63,中国-江苏-南京,China-Jiangsu-Nanjing,先生,https://res.hurun.cn/photo/000409_Qian_Dongqi.jpg,科沃斯,Ecovacs,中国-江苏-苏州,China-Jiangsu-Suzhou,机器人,Robot,未知,570.0,268%,8850.0,2021-10-27
100,97,阮洪良,Ruan Hongliang,60,中国-浙江,China-Zhejiang,先生,https://res.hurun.cn/photo/000387_Ruan_Hongliang.jpg,福莱特,Flat Glass,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,玻璃,Glass ,未知,570.0,119%,8850.0,2021-10-27
104,-10,赵燕,Zhao Yan,54,,,女士,https://res.hurun.cn/default/icon_women.jpg,华熙国际,Bloomage,中国-北京,China-Beijing,生物医药、房地产,"Biotech, Real Estate",未知,565.0,23%,8770.0,2021-10-27
105,-61,王来胜,Wang Laisheng,57,中国-广东-汕头,China-Guangdong-Shantou,先生,https://res.hurun.cn/default/icon_men.jpg,立讯精密,Luxshare Precision,中国-广东-深圳,China-Guangdong-Shenzhen,消费电子,Consumer Electronics,未知,555.0,-39%,8620.0,2021-10-27
106,-47,蔡奎,Cai Kui,60,中国-四川-资阳,China -Sichuan-Ziyang,先生,https://res.hurun.cn/photo/000051_Cai_Kui.jpg,龙湖,Longfor,中国-北京,China-Beijing,房地产,Real Estate,未知,550.0,-14%,8540.0,2021-10-27
106,171,靳保芳,Jin Baofang,69,中国-河北-邢台,China-Hebei-Yantai,先生,https://res.hurun.cn/default/icon_men.jpg,晶澳科技,JA Solar,中国-河北-邢台,China-Hebei-Yuantai,光伏,Solar Energy,未知,550.0,189%,8540.0,2021-10-27
108,251,李良彬,Li Liangbin,54,中国-江西-宜春,China -Jiangxi - Yichun,先生,https://res.hurun.cn/default/icon_men.jpg,赣锋锂业,Ganfeng Lithium,中国-江西-新余,China-Jiangxi-Xinyu,有色金属冶炼加工,Non-ferrous Metals,未知,545.0,263%,8460.0,2021-10-27
109,New,李晓华,Li Xiaohua,59,中国-云南,China-Yunnan,先生,https://res.hurun.cn/default/icon_men.jpg,恩捷股份,Energy New Material,中国-云南-玉溪,China-Yunnan-Yuxi,包装盒生产,Packaging Production,未知,540.0,New,8390.0,2021-10-27
110,-53,程雪,Cheng Xue,51,中国-江苏-盐城,China - Jiangsu - Yancheng,女士,https://res.hurun.cn/default/icon_women.jpg,海天味业,Haitian,中国-广东-佛山,China-Guangdong-Foshan,调味品,Food Flavorings,未知,535.0,-18%,8310.0,2021-10-27
110,-38,林斌,Lin Bin,53,,,先生,https://res.hurun.cn/photo/000143_Lin_Bin.jpg,小米,Xiaomi,中国-北京,China-Beijing,智能硬件与技术,IoT,未知,535.0,-6%,8310.0,2021-10-27
110,-66,王来春,Wang Laichun,54,中国-广东-汕头,China-Guangdong-Shantou,女士,https://res.hurun.cn/default/icon_women.jpg,立讯精密,Luxshare Precision,中国-广东-深圳,China-Guangdong-Shenzhen,消费电子,Consumer Electronics,未知,535.0,-41%,8310.0,2021-10-27
110,513,徐金富,Xu Jinfu,57,中国-广东-广州,China-Guangdong-Guangzhou,先生,https://res.hurun.cn/default/icon_men.jpg,天赐材料,Tinci Materials,中国-广东-广州,China-Guangdong-Guangzhou,化学原料制品,Chemicals,未知,535.0,457%,8310.0,2021-10-27
114,96,高德康,Gao Dekang,69,中国-江苏-苏州,China-Jiangsu-Suzhou,先生,https://res.hurun.cn/photo/000123_Gao_Dekang.jpg,波司登,Bosideng ,中国-江苏-苏州,China-Jiangsu-Suzhou,服装,Apparel,未知,520.0,108%,8070.0,2021-10-27
114,137,赵长鹏,Zhao Changpeng,44,,,先生,https://res.hurun.cn/default/icon_men.jpg,币安,Binance,美国,United States,区块链,Blockchain,未知,520.0,148%,8070.0,2021-10-27
116,-1,方威,Fang Wei,48,中国-辽宁-沈阳,China-Liaoning-Shenyang,先生,https://res.hurun.cn/default/icon_men.jpg,方大,Fangda,中国-北京,China-Beijing,碳素、钢铁、煤焦,"Carbon, Steel, Coal",未知,510.0,28%,7920.0,2021-10-27
117,-15,陈天桥,Chen Tianqiao,48,中国-浙江-绍兴,China-Zhejiang-Shaoxing,先生,https://res.hurun.cn/photo/000065_Chen_Tianqiao.jpg,盛大,Shanda ,中国-上海-浦东,China-Shanghai-Pudong,投资,Investment,未知,500.0,14%,7760.0,2021-10-27
118,-39,陈发树,Chen Fashu,60,中国-福建-泉州,China-Fujian-Quanzhou,先生,https://res.hurun.cn/photo/000096_Chen_Fashu.jpg,新华都,Xinhuadu,中国-福建-福州,China-Fujian-Fuzhou,医药、零售、投资,"Retail, Pharmaceuticals, investment",未知,500.0,-6%,7760.0,2021-10-27
118,-25,姜滨,Jiang Bin,55,中国-山东-威海,China-Shandong-Weihai,先生,https://res.hurun.cn/photo/000199_Jiang_Bin.jpg,歌尔股份,GoerTek,中国-山东-潍坊,China-Shandong-Weifang,声学及多媒体产品,Electronic Components,未知,500.0,8%,7760.0,2021-10-27
118,405,赖海民,Lai Haimin,55,中国-广东-揭阳,China-Guangdong-Jieyang,先生,https://res.hurun.cn/default/icon_men.jpg,鸿荣源,Horoy ,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,Real Estate,未知,500.0,355%,7760.0,2021-10-27
118,149,梁丰,Liang Feng,53,,,先生,https://res.hurun.cn/default/icon_men.jpg,璞泰来,Putailai,中国-上海-浦东,China-Shanghai-Pudong,锂电池材料,Lithium Battery,未知,500.0,150%,7760.0,2021-10-27
122,-20,鲁伟鼎,Lu Weiding,50,中国-浙江-杭州,China-Zhejiang-Hangzhou,先生,https://res.hurun.cn/photo/000076_Lu_Weiding.jpg,万向,Wanxiang ,中国-浙江-杭州,China-Zhejiang-Hangzhou,汽车制造业、房地产、农业,"Car parts, real estate, agriculture",未知,490.0,11%,7610.0,2021-10-27
122,33,朱林瑶,Zhu Linyao,51,中国-四川,China - Sichuan,女士,https://res.hurun.cn/default/icon_women.jpg,华宝国际,Huabao International ,中国-广东-深圳,China-Guangdong-Shenzhen,香精香料、烟草,"Flavours & Fragrances, Tobacco",未知,490.0,56%,7610.0,2021-10-27
124,-105,鲁忠芳,Lu Zhongfang,79,中国-吉林-通化,China-Gilling-Tonghua,女士,https://res.hurun.cn/photo/000041_Lu_Zhongfang.jpg,中公教育,Offcn,中国-北京,China-Beijing,教育,Education,未知,485.0,-65%,7530.0,2021-10-27
125,New,郭炳联,Raymond Kwok,69,中国-香港,China-Hong Kong,先生,https://res.hurun.cn/default/icon_men.jpg,新鸿基,Sun Hung Kai,中国-香港,China-Hong Kong,房地产,Estate Holding,未知,480.0,New,7450.0,2021-10-27
125,-82,施永宏,Shi Yonghong,51,中国-四川-成都,China - Sichuan-Chengdu,先生,https://res.hurun.cn/photo/000046_Shi_Yonghong.jpg,海底捞,Haidilao,中国-北京,China-Beijing,餐饮,Restaurants,未知,480.0,-49%,7450.0,2021-10-27
125,36,汪俊林,Wang Junlin,59,中国-四川-眉山,China - Sichuan - Meishan,先生,https://res.hurun.cn/default/icon_men.jpg,郎酒,Langjiu ,中国-四川-成都,China-Sichuan-Chengdu,房地产、白酒,"Real Estate, Liquor",未知,480.0,60%,7450.0,2021-10-27
125,-34,汪滔,Wang Tao,41,中国-浙江-杭州,China-Zhejiang-Hangzhou,先生,https://res.hurun.cn/default/icon_men.jpg,大疆,DJI,中国-广东-深圳,China-Guangdong-Shenzhen,无人机,Drones,未知,480.0,2%,7450.0,2021-10-27
129,221,唐金奎,Tang Jinkui,66,中国-江苏-苏州,China-Jiangsu-Suzhou,先生,https://res.hurun.cn/default/icon_men.jpg,盛虹,Shenghong ,中国-江苏-苏州,China-Jiangsu-Suzhou,印染、化纤、房地产,"Printing and Dyeing, Chemical Fiber, Real Estate",未知,475.0,206%,7380.0,2021-10-27
129,-66,王文京,Wang Wenjing,57,中国-江西-上饶,China-Jiangxi-Shangrao,先生,https://res.hurun.cn/photo/000071_Wang_Wenjing.jpg,用友,Yonyou,中国-北京,China-Beijing,软件与信息服务,Software and Information Services,未知,475.0,-25%,7380.0,2021-10-27
129,-27,张茵,Zhang Yin,64,中国-广东-韶关,China-Guangdong-Shaoguan,女士,https://res.hurun.cn/photo/000084_Zhang_Yin.jpg,玖龙纸业,Nine Dragons Paper,中国-广东-东莞,China-Guangdong-Dongguan,环保造纸,Paper & Packaging,未知,475.0,8%,7380.0,2021-10-27
132,New,郭基辉,Adam Kwok Kai-fai,38,中国-香港,China-Hong Kong,先生,https://res.hurun.cn/default/icon_men.jpg,新鸿基,Sun Hung Kai,中国-香港,China-Hong Kong,房地产,Estate Holding,未知,470.0,New,7300.0,2021-10-27
132,428,杨建良,Yang Jianliang,52,,,先生,https://res.hurun.cn/default/icon_men.jpg,上机数控,Shangji Automation,中国-江苏-无锡,China-Jiangsu-Wuxi,设备制造,Manufacturing,未知,470.0,348%,7300.0,2021-10-27
134,-38,阮立平,Ruan Liping,57,,,先生,https://res.hurun.cn/photo/004866_Ruan_Liping.jpg,公牛,Gong Niu Group,中国-浙江-宁波,China-Zhejiang-Ningbo,插座,Power Strip,未知,460.0,2%,7140.0,2021-10-27
134,-38,阮学平,Ruan Xueping,49,,,先生,https://res.hurun.cn/default/icon_men.jpg,公牛,Gong Niu Group,中国-浙江-宁波,China-Zhejiang-Ningbo,插座,Power Strip,未知,460.0,2%,7140.0,2021-10-27
136,-61,冷友斌,Leng Youbin,52,中国-黑龙江-黑河,China-Heilongjiang-Heihe,先生,https://res.hurun.cn/default/icon_men.jpg,中国飞鹤,China Feihe,中国-北京,China-Beijing,乳业,Dairy,未知,455.0,-17%,7070.0,2021-10-27
137,84,李斌,Li Bin,47,中国-安徽,China-Anhui,先生,https://res.hurun.cn/default/icon_men.jpg,蔚来、易车,"Nio, Yiche",中国-上海-嘉定,China-Shanghai-Jiading,电动车,E-Cars,未知,450.0,91%,6990.0,2021-10-27
137,-26,孙寿宽,Sun Shoukuan,72,中国-辽宁,China-Liaoning,先生,https://res.hurun.cn/photo/000079_Sun_Shoukuan.jpg,嘉晨,Jiacheng ,中国-辽宁-营口,China-Liaoning-Yingkou,钢铁、耐火材料、煤化工,"Steel, Refractories, Coal Chemicals",未知,450.0,7%,6990.0,2021-10-27
139,-64,许世辉,Xu Shihui,64,中国-福建-泉州,China-Fujian-Quanzhou,先生,https://res.hurun.cn/photo/000043_Xu_Shihui.jpg,达利食品,Dali Foods,中国-福建-泉州,China-Fujian-Quanzhou,食品,Food ,未知,445.0,-19%,6910.0,2021-10-27
139,96,尤小平,You Xiaoping,63,中国-浙江-温州,China-Zhejiang-Wenzhou,先生,https://res.hurun.cn/photo/000654_You_Xiaoping.jpg,华峰,Huafeng ,中国-浙江-温州,China-Zhejiang-Wenzhou,化工、铝业、投资,"Chemical, Aluminum, Investments",未知,445.0,102%,6910.0,2021-10-27
141,-21,黄毅,Huang Yi,58,,,先生,https://res.hurun.cn/photo/000187_Huang_Yi.jpg,中升控股,Zhongsheng ,中国-辽宁-大连,China-Liaoning-Dalian,汽车销售,Automobile Sales ,未知,440.0,16%,6830.0,2021-10-27
141,New,简军,Jian Jun,58,中国-北京,China -Beijing,女士,https://res.hurun.cn/default/icon_women.jpg,爱美客,Imeik,中国-北京,China-Beijing,生物制药,Biotechnology,未知,440.0,New,6830.0,2021-10-27
143,271,高纪凡,Gao Jifan,56,,,先生,https://res.hurun.cn/default/icon_men.jpg,天合光能,Trinasolar,中国-江苏-常州,China-Jiangsu-Changzhou,光伏产品,Photovoltaic Products,未知,430.0,231%,6680.0,2021-10-27
144,-60,赖梅松,Lai Meisong,51,,,先生,https://res.hurun.cn/photo/000092_Lai_Meisong.jpg,中通,ZTO,中国-上海-青浦,China-Shanghai-Qingpu,物流,Logistics,未知,425.0,-15%,6600.0,2021-10-27
145,-89,纪海鹏,Ji Haipeng,54,中国-广东-汕头,China-Guangdong-Shantou,先生,https://res.hurun.cn/default/icon_men.jpg,龙光地产,Logan Property,中国-广东-深圳,China-Guangdong-Shenzhen,房地产,Real Estate,未知,420.0,-37%,6520.0,2021-10-27
145,New,杨建文,Yeung Kin Man,68,中国-香港,China-Hong Kong,先生,https://res.hurun.cn/default/icon_men.jpg,伯恩光学,Biel Crystal Manufactory,中国-香港,China-Hong Kong,工业产品,Industrial Products,未知,420.0,New,6520.0,2021-10-27
147,-27,车建兴,Che Jianxing,55,中国-江苏-常州,China-Jiangsu-Changzhou,先生,https://res.hurun.cn/default/icon_men.jpg,红星美凯龙,Macalline,中国-上海-普陀,China-Shanghai-Putuo,家具连锁,Furniture malls,未知,410.0,8%,6370.0,2021-10-27
147,New,米高·嘉道理,Michael Kadoorie,80,中国-香港,China-Hong Kong,先生,https://res.hurun.cn/default/icon_men.jpg,中电控股,CLP,中国-香港,China-Hong Kong,能源,Energy,未知,410.0,New,6370.0,2021-10-27
149,New,蔡衍明,Tsai Eng-Meng,64,中国-台湾-台北,China-Taiwan-Taipei,先生,https://res.hurun.cn/default/icon_men.jpg,旺旺,Want Want ,中国-台湾-台北,China-Taiwan-Taipei,食品,Food & Beverage,未知,400.0,New,6210.0,2021-10-27
149,New,许仰天,Xu Yangtian,37,中国-山东,China-Shandong,先生,https://res.hurun.cn/default/icon_men.jpg,希音,Shein,中国-江苏-南京,China-Jiangsu-Nanjing,电商,E-commerce,未知,400.0,New,6210.0,2021-10-27
151,-38,陈金霞,Chen Jinxia,53,中国-上海,China-Shanghai,女士,https://res.hurun.cn/default/icon_women.jpg,涌金投资,Yongjin,中国-上海-浦东,China-Shanghai-Pudong,医药、投资,"Pharmaceutical, Investment",未知,390.0,-5%,6060.0,2021-10-27
151,-40,黄立,Huang Li,58,中国-陕西-西安,China-Shanxi-Xi’an,先生,https://res.hurun.cn/default/icon_men.jpg,高德电气,Guide Electrics,中国-湖北-武汉,China-Hubei-Wuhan,电子制造,Electronics,未知,390.0,-7%,6060.0,2021-10-27
151,67,李想,Li Xiang,40,,,先生,https://res.hurun.cn/photo/005223_Li_Xiang.jpg,理想汽车,Li Auto,中国-北京,China-Beijing,新能源汽车,E-cars,未知,390.0,63%,6060.0,2021-10-27
151,37,孙广信,Sun Guangxin,59,中国-新疆-乌鲁木齐,China-Xinjiang-Urumchi,先生,https://res.hurun.cn/photo/000108_Sun_Guangxin.jpg,广汇  ,Guanghui  ,中国-新疆-乌鲁木齐,China-Xinjiang-Urumchi,汽车销售、能源、房地产,"Car sales, energy, real estate",未知,390.0,44%,6060.0,2021-10-27
155,311,李华,Li Hua,43,,,先生,https://res.hurun.cn/default/icon_men.jpg,富途证券,Futu Holdings,中国-香港,China-Hong Kong,金融服务,Financial Services,未知,380.0,217%,5900.0,2021-10-27
155,New,李泽楷,Richard Li Tzar Kai,55,中国-香港,China-Hong Kong,先生,https://res.hurun.cn/default/icon_men.jpg,电讯盈科,PCCW,中国-香港,China-Hong Kong,电信,Telecommunications,未知,380.0,New,5900.0,2021-10-27
155,42,宿华,Su Hua,39,中国-湖南,China-Hunan,先生,https://res.hurun.cn/photo/000236_Su_Hua.jpg,快手科技,Kuaishou,中国-北京,China-Beijing,传媒娱乐,Media & Entertainment,未知,380.0,46%,5900.0,2021-10-27
155,-106,孙宏斌,Sun Hongbin,58,中国-山西-运城,China -Shanxi - Yuncheng,先生,https://res.hurun.cn/photo/000033_Sun_Hongbin.jpg,融创,Sunac,中国-天津,China-Tianjin,房地产,Real Estate,未知,380.0,-47%,5900.0,2021-10-27
159,-29,沈南鹏,Shen Nanpeng,54,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,先生,https://res.hurun.cn/default/icon_men.jpg,红杉,Sequoia,中国-北京,China-Beijing,投资,Investments,未知,370.0,3%,5750.0,2021-10-27
160,-34,姜照柏,Jiang Zhaobai,58,中国-江苏-南通,China-Jiangsu-Nantong,先生,https://res.hurun.cn/photo/000151_Jiang_Zhaobai.jpg,鹏欣,Pengxin ,中国-上海-长宁,China-Shanghai-Changning,乳业、房地产、投资,"Dairy, real estate, investment ",未知,360.0,-1%,5590.0,2021-10-27
160,New,林木勤,Lin Muqin,57,中国-广东-深圳,China-Guangdong-Shenzhen,先生,https://res.hurun.cn/default/icon_men.jpg,东鹏饮料,Eastroc Beverage,中国-广东-深圳,China-Guangdong-Shenzhen,食品饮料,Food & Beverages,未知,360.0,New,5590.0,2021-10-27
160,New,张虔生,Jason Chang CS,77,中国-台湾,China-Taiwan,先生,https://res.hurun.cn/default/icon_men.jpg,日月光,ASE,中国-台湾-高雄,China-Taiwan-Kaoxiong,工业品、房地产,Industrial Products,未知,360.0,New,5590.0,2021-10-27
160,-124,左氏,Zuo's,50,中国-陕西-渭南,China-Shaanxi-Minnan,先生,https://res.hurun.cn/default/icon_men.jpg,贝壳,KE,中国-北京,China-Beijing,房地产服务,Real Estate Service,未知,360.0,-66%,5590.0,2021-10-27
164,-49,刘益谦,Liu Yiqian,58,中国-上海,China-Shanghai,先生,https://res.hurun.cn/default/icon_men.jpg,新理益,Sunline ,中国-上海-浦东,China-Shanghai-Pudong,投资,Investments,未知,355.0,-11%,5510.0,2021-10-27
165,-29,陈红天,Chen Hongtian,62,中国-广东-佛山,China-Guangdong-Foshan,先生,https://res.hurun.cn/default/icon_men.jpg,祥祺,Cheung Kei,中国-广东-深圳,China-Guangdong-Shenzhen,投资、房地产,"Investments, Real Estate",未知,350.0,0%,5430.0,2021-10-27
165,-35,胡凯军,Hu Kaijun,59,,,先生,https://res.hurun.cn/default/icon_men.jpg,远大,Grand Enterprises,中国-北京,China-Beijing,医药,Pharmaceuticals,未知,350.0,-3%,5430.0,2021-10-27
165,23,宋作文,Song Zuowen,74,中国-山东-烟台,China-Shandong-Yantai,先生,https://res.hurun.cn/photo/000107_Song_Zuowen.jpg,南山,Nanshan ,中国-山东-烟台,China-Shandong-Yantai,铝业、纺织、房地产,"Aluminium, Apparel, Real Estate",未知,350.0,30%,5430.0,2021-10-27
165,-55,张宏伟,Zhang Hongwei,67,中国-黑龙江-哈尔滨,China - Heilongjiang - Harbin,先生,https://res.hurun.cn/photo/000064_Zhang_Hongwei.jpg,东方,Orient,中国-北京,China-Beijing,能源、零售,"Energy, Retail",未知,350.0,-19%,5430.0,2021-10-27
165,New,赵立新,Zhao Lixin,55,,,先生,https://res.hurun.cn/default/icon_men.jpg,格科微,Galaxcore,中国-上海,China-Shanghai,CMOS图像传感器,Manufacturing,未知,350.0,New,5430.0,2021-10-27
165,-24,周建平,Zhou Jianping,60,中国-江苏-无锡,China-Jiangsu-Wuxi,先生,https://res.hurun.cn/default/icon_men.jpg,海澜,Heilan,中国-江苏-无锡,China-Jiangsu-Wuxi,服装、投资,"Apparel, Investments",未知,350.0,3%,5430.0,2021-10-27
171,New,蔡明兴,Richard Tsai Ming-Hsing,64,中国-台湾,China-Taiwan,先生,https://res.hurun.cn/default/icon_men.jpg,富邦,Fubon,中国-台湾-台北,China-Taiwan-Taipei,金融服务,Financial Services,未知,345.0,New,5360.0,2021-10-27
171,-45,沈文荣,Shen Wenrong,75,中国-江苏-苏州,China-Jiangsu-Suzhou,先生,https://res.hurun.cn/photo/000122_Shen_Wenrong.jpg,沙钢,Sha Steel,中国-江苏-苏州,China-Jiangsu-Suzhou,钢铁,Steel,未知,345.0,-5%,5360.0,2021-10-27
171,280,杨绍鹏,Yang Shaopeng,65,中国-山东-青岛,China-Shandong-Qingdao,先生,https://res.hurun.cn/photo/000495_Yang_Shaopeng.jpg,海丰,SITC Maritime ,中国-上海-虹口,China-Shanghai-Hongkou,航运,Shipping ,未知,345.0,176%,5360.0,2021-10-27
171,-37,张峻,Zhang Jun,未知,中国-广东-揭阳,China-Guangdong-Jieyang,先生,https://res.hurun.cn/default/icon_men.jpg,富德,Funde,中国-广东-深圳,China-Guangdong-Shenzhen,保险,Insurance,未知,345.0,-3%,5360.0,2021-10-27
175,-69,杜江涛,Du Jiangtao,52,中国-内蒙古-乌海,China-Inner Mongolia-Wuhai,先生,https://res.hurun.cn/photo/000229_Du_Jiangtao.jpg,君正,Junzheng,中国-内蒙古-乌海,China-Inner Mongolia-Wuhai,能源化工,Energy Chemical,未知,340.0,-22%,5280.0,2021-10-27
175,22,黄如论,Huang Rulun,70,中国-福建-福州,China-Fujian-Fuzhou,先生,https://res.hurun.cn/photo/000115_Huang_Rulun.jpg,世纪金源,Century Golden Resources,中国-北京,China-Beijing,房地产,Real Estate,未知,340.0,31%,5280.0,2021-10-27
175,New,李天颖,Wendy Lee,未知,中国-香港,China-Hong Kong,先生,https://res.hurun.cn/default/icon_men.jpg,新鸿基,Sun Hung Kai,中国-香港,China-Hong Kong,房地产,Estate Holding,未知,340.0,New,5280.0,2021-10-27
175,-2,李卫国,Li Weiguo,56,中国-湖南-常德,China-Hunan-Changde,先生,https://res.hurun.cn/photo/000342_Li_Weiguo.jpg,东方雨虹,Oriental Yuhong,中国-北京,China-Beijing,防水材料,Waterproofing Material,未知,340.0,19%,5280.0,2021-10-27
175,-2,林秀成,Lin Xiucheng,66,中国-福建-泉州,China-Fujian-Quanzhou,先生,https://res.hurun.cn/default/icon_men.jpg,三安,Sanan ,中国-福建-厦门,China-Fujian-Xiamen,LED,LED,未知,340.0,19%,5280.0,2021-10-27
180,-78,史玉柱,Shi Yuzhu,59,中国-安徽-蚌阜,China-Anhui-Yu,先生,https://res.hurun.cn/photo/000074_Shi_Yuzhu.jpg,巨人,Giant ,中国-上海-松江,China-Shanghai-Songjiang,金融、在线游戏、投资,"Finance, online games, investments",未知,335.0,-24%,5200.0,2021-10-27
180,-74,王振华,Wang Zhenhua,59,中国-江苏,China-Jiangsu,先生,https://res.hurun.cn/photo/000116_Wang_Zhenhua.jpg,新城,Seazen,中国-上海-普陀,China-Shanghai-Putuo,房地产,Real estate,未知,335.0,-23%,5200.0,2021-10-27
182,New,蔡明忠,Daniel Tsai Ming-Chung,65,中国-台湾,China-Taiwan,先生,https://res.hurun.cn/default/icon_men.jpg,富邦,Fubon,中国-台湾-台北,China-Taiwan-Taipei,金融服务,Financial Services,未知,330.0,New,5120.0,2021-10-27
